num_nodes,mean_degree,corrupt_ratio,topology,metric,trials,alternative_mean,er_mean,paired_mean_difference,ci_low,ci_high,equivalence_margin,equivalent_within_margin,direction
100,4,0.8,ring,hssp_eligible_rate,100,0.8144999999999999,0.8200000000000002,-0.005499999999999996,-0.03251249999999999,0.022000000000000006,0.05,True,overlaps_er
100,4,0.8,ring,hssp_rank_attackable_rate,100,0.958,0.9740000000000001,-0.015999999999999986,-0.04099999999999999,0.006500000000000011,0.05,True,overlaps_er
100,4,0.8,ring,hlcp_rank_attackable_rate,100,0.958,0.9740000000000001,-0.015999999999999986,-0.04101249999999999,0.006500000000000013,0.05,True,overlaps_er
100,4,0.8,ring,hssp_tractable_attackable_rate,100,0.9520000000000001,0.28850000000000003,0.6635,0.5994875,0.7284999999999999,0.05,False,higher_than_er
100,4,0.8,ring,max_core_fraction,100,0.287,0.7405000000000002,-0.45349999999999996,-0.489,-0.4175,0.05,False,lower_than_er
100,4,0.9,ring,direct_recovery_rate,100,0.44599999999999995,0.33199999999999996,0.114,0.061000000000000006,0.16799999999999998,0.05,False,higher_than_er
100,4,0.9,ring,hssp_eligible_rate,100,0.554,0.6559999999999999,-0.10200000000000001,-0.155,-0.05,0.05,False,lower_than_er
100,4,0.9,ring,hssp_rank_attackable_rate,100,1.0,0.9880000000000001,0.011999999999999997,0.005999999999999998,0.018999999999999996,0.05,True,higher_than_er
100,4,0.9,ring,hlcp_rank_attackable_rate,100,1.0,0.9880000000000001,0.011999999999999997,0.005999999999999998,0.018999999999999996,0.05,True,higher_than_er
100,4,0.9,ring,hssp_tractable_attackable_rate,100,1.0,0.9880000000000001,0.011999999999999997,0.005999999999999998,0.018,0.05,True,higher_than_er
100,4,0.9,ring,max_core_fraction,100,0.283,0.49200000000000005,-0.20899999999999996,-0.257,-0.16299999999999998,0.05,False,lower_than_er
200,4,0.1,ring,direct_recovery_rate,100,0.0,0.0073333333333333315,-0.0073333333333333315,-0.008611111111111111,-0.0061111111111111106,0.05,True,lower_than_er
200,4,0.1,ring,hssp_eligible_rate,100,0.0008333333333333334,0.0005,0.0003333333333333334,-0.0005555555555555556,0.0013333333333333333,0.05,True,overlaps_er
200,4,0.1,ring,hssp_rank_attackable_rate,100,0.0006666666666666666,0.007833333333333333,-0.007166666666666666,-0.008833333333333334,-0.005555555555555555,0.05,True,lower_than_er
